ACCOUNT,ACC_DESC,PORTFOLIO,PORT_DESC,LEGAL_ENTITY,ALADDIN_PORT,CUSTODIAN,SAFEKEEPING_ACC,BI_SAM
21000   ,OHIO CASUALTY INSURANCE COMPANY         ,210NPGC ,OCAS-NAPIER PARK GLOBAL CAPITAL (US) LP ,2700                          ,1338                               ,CHASE   ,G 22014         ,210NPGC 
22000   ,WEST AMERICAN INSURANCE COMPANY         ,22000   ,WEST AMERICAN INSURANCE COMPANY         ,2702                          ,325                                ,CHASE   ,G 06426         ,22000   
22000   ,WEST AMERICAN INSURANCE COMPANY         ,22000IN ,WAIC - IN TM                            ,2702                          ,                                   ,CHASE   ,NULL,
22000   ,WEST AMERICAN INSURANCE COMPANY         ,22000TRN,22000 LOT TRANSFERS                     ,2702                          ,                                   ,CHASE   ,NULL,
22000   ,WEST AMERICAN INSURANCE COMPANY         ,2200TMPG,WEST AMERICAN INS CO TMPG COLLATERAL    ,2702                          ,1019                               ,CHASE   ,G 24087         ,
23000   ,AMERICAN FIRE & CASUALTY INSURANCE CO   ,23000   ,AMERICAN FIRE & CASUALTY INSURANCE CO   ,2703                          ,326                                ,CHASE   ,G 06428         ,23000   
23000   ,AMERICAN FIRE & CASUALTY INSURANCE CO   ,23000CA ,AFIC - CA TM                            ,2703                          ,                                   ,CHASE   ,P 25820         ,
23000   ,AMERICAN FIRE & CASUALTY INSURANCE CO   ,23000NV ,AFIC - NV TM                            ,2703                          ,                                   ,CHASE   ,G 11582         ,
23000   ,AMERICAN FIRE & CASUALTY INSURANCE CO   ,23000OH ,AFIC - OH TM                            ,2703                          ,                                   ,CHASE   ,G 11660         ,
23000   ,AMERICAN FIRE & CASUALTY INSURANCE CO   ,23000TRN,23000 LOT TRANSFERS                     ,2703                          ,                                   ,CHASE   ,NULL,
24000   ,OHIO SECURITY INSURANCE COMPANY         ,24000   ,OHIO SECURITY INSURANCE COMPANY         ,2701                          ,327                                ,CHASE   ,G 06427         ,24000   
24000   ,OHIO SECURITY INSURANCE COMPANY         ,24000NV ,OSIC - NV TM                            ,2701                          ,                                   ,CHASE   ,G 11659         ,
24000   ,OHIO SECURITY INSURANCE COMPANY         ,24000OH ,OSIC - OH TM                            ,2701                          ,                                   ,CHASE   ,G 11661         ,
24000   ,OHIO SECURITY INSURANCE COMPANY         ,24000TRN,24000 LOT TRANSFERS                     ,2701                          ,                                   ,CHASE   ,NULL,
25000   ,AVOMARK INSURANCE COMPANY               ,25000   ,AVOMARK INSURANCE COMPANY               ,2702                          ,328                                ,CHASE   ,G 06834         ,
25000   ,AVOMARK INSURANCE COMPANY               ,25000NV ,AVOMARK - NV TM                         ,2702                          ,                                   ,CHASE   ,G 11658         ,
25000   ,AVOMARK INSURANCE COMPANY               ,25000TRN,25000 LOT TRANSFERS                     ,2702                          ,                                   ,CHASE   ,NULL,
26000   ,OHIO CASUALTY OF NEW JERSEY INC         ,26000   ,OHIO CASUALTY OF NEW JERSEY INC         ,2700                          ,329                                ,CHASE   ,G 07371         ,
26000   ,OHIO CASUALTY OF NEW JERSEY INC         ,26000OH ,OCNJ - OH TM                            ,2700                          ,                                   ,CHASE   ,NULL,
27000   ,OHIO CASUALTY FOUNDATION                ,27000   ,OHIO CASUALTY FOUNDATION                ,                              ,                                   ,CHASE   ,G 06430         ,
30000   ,SAFECO CORPORATION                      ,30000   ,SAFECO CORPORATION                      ,8952                          ,330                                ,CHASE   ,G 00369         ,
30000   ,SAFECO CORPORATION                      ,30090   ,SAFECO CORP - PRIVATE EQUITY            ,8952                          ,                                   ,CHASELP ,NULL,
31000   ,GENERAL AMERICA CORPORATION             ,31000   ,GENERAL AMERICA CORPORATION             ,8951                          ,389                                ,CHASE   ,G 00200         ,
32000   ,FOUNDATION             ,32000   ,SAFECO FOUNDATION                       ,                              ,                                   ,CHASE   ,G 00198         ,
33000   ,AMERICAN ECONOMY INSURANCE COMPANY      ,33000   ,AMERICAN ECONOMY INSURANCE COMPANY      ,2956                          ,331                                ,CHASE   ,G 00362         ,33000   
33000   ,AMERICAN ECONOMY INSURANCE COMPANY      ,33000SL ,AMERICAN ECONOMY - SL                   ,2956                          ,866                                ,BONY    ,153626          ,
33000   ,AMERICAN ECONOMY INSURANCE COMPANY      ,33000TRN,33000 LOT TRANSFERS                     ,2956                          ,                                   ,CHASE   ,NULL,
33000   ,AMERICAN ECONOMY INSURANCE COMPANY      ,3300TMPG,AMERICAN ECONOMY INS CO TMPG COLLATERAL ,2956                          ,1020                               ,CHASE   ,G 24088         ,
33000   ,AMERICAN ECONOMY INSURANCE COMPANY      ,33020LC ,AEIC - US LARGE CAP                     ,2956                          ,796                                ,CHASE   ,G 56512         ,
33000   ,AMERICAN ECONOMY INSURANCE COMPANY      ,33030SC ,AEIC - US SMID CAP                      ,2956                          ,797                                ,CHASE   ,G 56513         ,
33000   ,AMERICAN ECONOMY INSURANCE COMPANY      ,33088   ,AMERICAN ECONOMY REAL ESTATE            ,2956                          ,                                   ,CHASELP ,NULL,
34000   ,AMERICAN STATES LLOYDS INSURANCE COMPANY,34000   ,AMERICAN STATES LLOYDS INSURANCE COMPANY,2962                          ,332                                ,CHASE   ,G 00366         ,34000   
34000   ,AMERICAN STATES LLOYDS INSURANCE COMPANY,34000TRN,34000 LOT TRANSFERS                     ,2962                          ,                                   ,CHASE   ,NULL,
35000   ,AMERICAN STATES PREFERRED INSURANCE CO  ,35000   ,AMERICAN STATES PREFERRED INSURANCE CO  ,2959                          ,333                                ,CHASE   ,G 00363         ,35000   
35000   ,AMERICAN STATES PREFERRED INSURANCE CO  ,35000TRN,35000 LOT TRANSFERS                     ,2959                          ,                                   ,CHASE   ,NULL,
36000   ,AMERICAN STATES INSURANCE COMPANY       ,36000   ,AMERICAN STATES INSURANCE COMPANY       ,2955                          ,334                                ,CHASE   ,G 00361         ,36000   
36000   ,AMERICAN STATES INSURANCE COMPANY       ,36000M  ,AMERICAN STATES INSURANCE CO MLP        ,2955                          ,900                                ,CHASE   ,G 21216         ,
36000   ,AMERICAN STATES INSURANCE COMPANY       ,36000SL ,AMERICAN STATES INSURANCE COMPANY - SL  ,2955                          ,867                                ,BONY    ,153627          ,
36000   ,AMERICAN STATES INSURANCE COMPANY       ,36000TRN,36000 LOT TRANSFERS                     ,2955                          ,                                   ,CHASE   ,NULL,
36000   ,AMERICAN STATES INSURANCE COMPANY       ,3600TMPG,AMERICAN STATES INS CO TMPG COLLATERAL  ,2955                          ,1021                               ,CHASE   ,G 24089         ,
36000   ,AMERICAN STATES INSURANCE COMPANY       ,36020LC ,ASIC - US LARGE CAP                     ,2955                          ,795                                ,CHASE   ,G 56511         ,
36000   ,AMERICAN STATES INSURANCE COMPANY       ,36030SC ,ASIC - US SMID CAP                      ,2955                          ,794                                ,CHASE   ,G 56510         ,
36000   ,AMERICAN STATES INSURANCE COMPANY       ,36088   ,AMERICAN STATES INS. CO. - REAL ESTATE  ,2955                          ,                                   ,CHASELP ,NULL,
37000   ,AMERICAN STATES INSURANCE COMPANY TEXAS ,37000   ,AMERICAN STATES INSURANCE COMPANY TEXAS ,2957                          ,335                                ,CHASE   ,G 00365         ,37000   
37000   ,AMERICAN STATES INSURANCE COMPANY TEXAS ,37000TRN,37000 LOT TRANSFERS                     ,2957                          ,                                   ,CHASE   ,NULL,
38000   ,FIRST NATIONAL INSURANCE CO OF AMERICA  ,38000   ,FIRST NATIONAL INSURANCE CO OF AMERICA  ,2960                          ,336                                ,CHASE   ,G 00368         ,38000   
38000   ,FIRST NATIONAL INSURANCE CO OF AMERICA  ,38000TRN,38000 LOT TRANSFERS                     ,2960                          ,                                   ,CHASE   ,NULL,
39000   ,GENERAL INSURANCE COMPANY OF AMERICA    ,39000   ,GENERAL INSURANCE COMPANY OF AMERICA    ,2953                          ,337                                ,CHASE   ,G 00367         ,39000   
39000   ,GENERAL INSURANCE COMPANY OF AMERICA    ,39000SL ,GICA - SL                               ,2953                          ,873                                ,BONY    ,153631          ,
39000   ,GENERAL INSURANCE COMPANY OF AMERICA    ,39000TRN,39000 LOT TRANSFERS                     ,2953                          ,                                   ,CHASE   ,NULL,
39000   ,GENERAL INSURANCE COMPANY OF AMERICA    ,3900TMPG,GENERAL INS CO OF AMERICA TMPG COLLATERA,2953                          ,1022                               ,CHASE   ,G 24090         ,
39000   ,GENERAL INSURANCE COMPANY OF AMERICA    ,39020LC ,GICA - US LARGE CAP                     ,2953                          ,792                                ,CHASE   ,G 56508         ,
39000   ,GENERAL INSURANCE COMPANY OF AMERICA    ,39030SC ,GICA - US SMID CAP                      ,2953                          ,793                                ,CHASE   ,G 56509         ,
39000   ,GENERAL INSURANCE COMPANY OF AMERICA    ,39088   ,GENERAL INSURANCE REAL ESTATE           ,2953                          ,                                   ,CHASELP ,NULL,
40000   ,INSURANCE COMPANY OF ILLINOIS           ,40000   ,INSURANCE COMPANY OF ILLINOIS           ,1B00                          ,338                                ,CHASE   ,G 00364         ,40000   
40000   ,INSURANCE COMPANY OF ILLINOIS           ,40000TRN,40000 LOT TRANSFERS                     ,1B00                          ,                                   ,CHASE   ,NULL,
4000CRTF,PEMBROKE MANAGING AGENCY 4000CRTF - USD ,4000CRTF,SYNDICATE 4000CRTF - USD                ,L930                          ,1269                               ,CITIBANK,462021          ,4000CRTF
4000CRTF,PEMBROKE MANAGING AGENCY 4000CRTF - USD ,IS00CRTF,PEMBROKE MANAGING AGENCY 4000CRTF - USD ,                              ,                                   ,CITIBK6 ,462021X         ,
4000FAL ,SYNDICATE 4000 FAL                      ,IS00FAL ,SYNDICATE 4000 FAL                      ,                              ,                                   ,LLOYDS1 ,X               ,
4000FAL ,SYNDICATE 4000 FAL                      ,IS00FALS,SYNDICATE 4000 FAL GBP                  ,                              ,                                   ,LLOYDS2 ,X               ,
4000LCTF,SYNDICATE 4000LCTF - CAD                ,4000LCTF,SYNDICATE 4000LCTF - CAD                ,L930                          ,1270                               ,3100    ,801084009       ,4000LCTF
4000LCUS,PEMBROKE MANAGING AGENCY 4000LCTFS - USD,4000LCUS,SYNDICATE 4000LCTFS - USD               ,L930                          ,1271                               ,3100    ,802084009       ,4000LCUS
4000LCUS,PEMBROKE MANAGING AGENCY 4000LCTFS - USD,IS00LCUS,PEMBROKE MANAGING AGENCY 4000LCTFS - USD,                              ,                                   ,ROYALTR1,802084009X      ,
4000LDTF,PEMBROKE MANAGING AGENCY 4000LDTF - USD ,4000LDTF,SYNDICATE 4000LDTF - USD                ,L930                          ,1272                               ,CITIBANK,6020861200      ,4000LDTF
